,source,id,muni,year,date,severity,time,police,pedestrian,cyclist,other,lat,lng,interstate,NON_MTRST_TYPE_CL,MOST_HRMFL_EVT_CL
0,MassDOT,4915103,BOSTON,2021,2021-01-02,0,19:38:00,State,0,0,0,,,1,,V1:(Collision with guardrail)
1,MassDOT,4915101,BOSTON,2021,2021-01-02,2,09:13:00,State,0,0,0,42.30394348,-71.05240073,1,,V1:(Collision with guardrail)
2,MassDOT,4915422,BOSTON,2021,2021-01-04,0,15:05:00,State,0,0,0,,,1,,V1:(Collision with median barrier) / V2:(Collision with motor vehicle in traffic)
3,MassDOT,4915421,BOSTON,2021,2021-01-03,0,21:22:00,State,0,0,0,42.2860899,-71.04332247,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
4,MassDOT,4916193,BOSTON,2021,2021-01-01,0,14:40:00,State,0,0,0,,,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
5,MassDOT,4916191,BOSTON,2021,2021-01-03,0,11:21:00,State,0,0,0,42.32164029,-71.05087924,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
6,MassDOT,4916100,BOSTON,2021,2021-01-02,0,09:38:00,State,0,0,0,42.36263876,-71.05502616,0,,V1:(Collision with median barrier)
7,MassDOT,4916686,BOSTON,2021,2021-01-05,0,09:05:00,State,0,0,0,,,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
8,MassDOT,4916685,BOSTON,2021,2021-01-05,0,09:43:00,State,0,0,0,42.35917402,-71.06163178,0,,V1:(Other)
9,MassDOT,4916640,BOSTON,2021,2021-01-05,1,11:22:00,Local,1,0,0,42.37877957,-71.05259423,0, VU2: Pedestrian,V1:(Collision with pedestrian)
10,MassDOT,4917070,BOSTON,2021,2021-01-06,2,12:25:00,State,0,0,0,42.2980327,-71.04914345,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
11,MassDOT,4917069,BOSTON,2021,2021-01-01,0,10:50:00,State,0,0,0,42.32934983,-71.03520715,0,,V1:(Collision with parked motor vehicle) / V2:(Collision with parked motor vehicle)
12,MassDOT,4917790,BOSTON,2021,2021-01-06,0,23:03:00,State,0,0,0,42.34759106,-71.08529952,1,,
13,MassDOT,4917783,BOSTON,2021,2021-01-07,2,14:38:00,State,0,0,0,42.32164029,-71.05087924,0,,V1:(Collision with light pole or other post/support)
14,MassDOT,4917556,BOSTON,2021,2021-01-09,2,17:30:00,State,0,0,0,42.3415007,-71.06296297,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
15,MassDOT,4917555,BOSTON,2021,2021-01-06,0,02:42:00,State,0,0,0,42.35707263,-71.05143494,1,,V1:(Collision with motor vehicle in traffic)
16,MassDOT,4917554,BOSTON,2021,2021-01-05,0,16:31:00,State,0,0,0,42.35812039,-71.05138669,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
17,MassDOT,4917553,BOSTON,2021,2021-01-05,0,06:15:00,State,0,0,0,42.36413855,-71.05824656,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
18,MassDOT,4917552,BOSTON,2021,2021-01-02,2,23:40:00,State,0,0,0,42.36819937,-71.06277136,1,,V1:(Collision with median barrier)
19,MassDOT,4917551,BOSTON,2021,2021-01-02,0,06:15:00,State,0,0,0,42.33068684,-71.06142917,1,,V1:(Collision with median barrier)
20,MassDOT,4917535,BOSTON,2021,2021-01-08,0,14:21:00,State,0,0,0,42.28685552,-71.04230794,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
21,MassDOT,4917534,BOSTON,2021,2021-01-08,0,10:06:00,State,0,0,0,42.3210768,-71.05586618,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
22,MassDOT,4917532,BOSTON,2021,2021-01-07,0,14:55:00,State,0,0,0,42.27466587,-71.05031398,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic) / V3:(Collision with motor vehicle in traffic)
23,MassDOT,4917531,BOSTON,2021,2021-01-05,0,05:01:00,State,0,0,0,42.32203348,-71.05117656,0,,V1:(Collision with curb)
24,MassDOT,4917530,BOSTON,2021,2021-01-04,0,19:35:00,State,0,0,0,42.29784805,-71.04955583,0,,V1:(Collision with curb)
25,MassDOT,4917846,BOSTON,2021,2021-01-10,0,13:18:00,State,0,0,0,42.28043155,-71.08264762,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
26,MassDOT,4917845,BOSTON,2021,2021-01-05,0,10:40:00,State,0,0,0,42.30165276,-71.11451884,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
27,MassDOT,4918701,BOSTON,2021,2021-01-09,0,16:47:00,State,0,0,0,42.28711888,-71.09366293,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
28,MassDOT,4918693,BOSTON,2021,2021-01-10,0,14:00:00,State,0,0,0,42.32414632,-71.05560514,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
29,MassDOT,4918638,BOSTON,2021,2021-01-10,2,02:10:00,State,0,0,0,42.28399212,-71.04386967,1,,V1:(Collision with median barrier)
30,MassDOT,4918637,BOSTON,2021,2021-01-08,0,21:00:00,State,0,0,0,42.28281224,-71.05401567,0,,V1:(Collision with parked motor vehicle) / V2:(Collision with motor vehicle in traffic)
31,MassDOT,4918636,BOSTON,2021,2021-01-08,0,17:46:00,State,0,0,0,42.32414632,-71.05560514,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
32,MassDOT,4918635,BOSTON,2021,2021-01-07,2,00:35:00,State,0,0,0,42.29988036,-71.0483819,1,,V1:(Invalid Code Specified)
33,MassDOT,4918634,BOSTON,2021,2021-01-06,0,06:25:00,State,0,0,0,42.30527861,-71.05318828,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
34,MassDOT,4919467,BOSTON,2021,2021-01-08,0,08:00:00,State,0,0,0,42.28156518,-71.08704777,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
35,MassDOT,4919293,BOSTON,2021,2021-01-13,2,20:25:00,State,1,0,0,42.33256321,-71.0720867,0, VU2: Pedestrian,V1:(Collision with pedestrian)
36,MassDOT,4919292,BOSTON,2021,2021-01-12,0,21:15:00,State,0,0,0,42.3610898,-71.05367669,0,,V1:(Collision with motor vehicle in traffic)
37,MassDOT,4919291,BOSTON,2021,2021-01-11,2,08:40:00,State,0,0,0,42.37353584,-71.03811712,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
38,MassDOT,4919290,BOSTON,2021,2021-01-08,0,20:00:00,State,0,0,0,42.3782635,-71.07556315,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
39,MassDOT,4919289,BOSTON,2021,2021-01-02,0,21:00:00,State,0,0,0,42.36831371,-71.06258498,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with median barrier)
40,MassDOT,4919285,BOSTON,2021,2021-01-06,0,14:27:00,State,0,0,0,42.33886194,-71.01717371,0,,V1:(Other)
41,MassDOT,4919796,BOSTON,2021,2021-01-14,0,21:26:00,State,0,0,0,42.34770059,-71.07798889,0,,
42,MassDOT,4919756,BOSTON,2021,2021-01-14,0,21:20:00,State,0,0,0,42.35707263,-71.05143494,1,,V1:(Collision with guardrail)
43,MassDOT,4919755,BOSTON,2021,2021-01-14,0,15:05:00,State,0,0,0,42.34279353,-71.06174379,0,,V1:(Collision with motor vehicle in traffic)
44,MassDOT,4919754,BOSTON,2021,2021-01-12,2,15:20:00,State,0,0,0,42.34853489,-71.05752001,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic) / V3:(Collision with motor vehicle in traffic) / V4:(Collision with motor vehicle in traffic)
45,MassDOT,4919753,BOSTON,2021,2021-01-09,0,11:49:00,State,0,0,0,42.36374339,-71.05814864,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
46,MassDOT,4919751,BOSTON,2021,2021-01-12,0,05:33:00,State,0,0,0,42.23529097,-71.1248665,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
47,MassDOT,4919746,BOSTON,2021,2021-01-04,0,03:04:00,State,0,0,0,42.30802038,-71.05409041,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
48,MassDOT,4919745,BOSTON,2021,2021-01-02,0,07:32:00,State,0,0,0,42.36109685,-71.07236763,0,,V1:(Collision with guardrail)
49,MassDOT,4920253,BOSTON,2021,2021-01-02,0,12:30:00,State,0,0,0,42.36897069,-71.02546534,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
50,MassDOT,4920194,BOSTON,2021,2021-01-13,0,06:32:00,State,0,0,0,42.28399212,-71.04386967,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic) / V3:(Collision with motor vehicle in traffic) / V4:(Collision with motor vehicle in traffic)
51,MassDOT,4920193,BOSTON,2021,2021-01-04,0,15:03:00,State,0,0,0,42.32414632,-71.05560514,1,,V1:(Collision with motor vehicle in traffic) / V3:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
52,MassDOT,4920191,BOSTON,2021,2021-01-06,0,00:39:00,State,0,0,0,42.36103805,-71.07237009,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
53,MassDOT,4920164,BOSTON,2021,2021-01-05,0,13:00:00,State,0,0,0,42.38390137,-71.07371538,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
54,MassDOT,4920507,BOSTON,2021,2021-01-13,2,09:59:00,State,0,0,0,42.31786844,-71.05149126,1,,V1:(Collision with median barrier) / V2:(Collision with motor vehicle in traffic) / V3:(Collision with motor vehicle in traffic)
55,MassDOT,4921124,BOSTON,2021,2021-01-15,2,17:23:00,State,0,0,0,42.25004876,-71.12242369,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic) / V3:(Collision with motor vehicle in traffic)
56,MassDOT,4921122,BOSTON,2021,2021-01-06,0,09:32:00,State,0,0,0,42.28399212,-71.04386967,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
57,MassDOT,4921120,BOSTON,2021,2021-01-14,2,20:56:00,State,0,0,0,42.26370162,-71.16826331,0,,V1:(Collision with other movable object)
58,MassDOT,4921019,BOSTON,2021,2021-01-19,0,14:45:00,State,0,0,0,42.3415007,-71.06296297,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
59,MassDOT,4921018,BOSTON,2021,2021-01-18,2,20:46:00,State,0,0,0,42.33526502,-71.06662622,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic) / V3:(Collision with motor vehicle in traffic) / V4:(Collision with motor vehicle in traffic)
60,MassDOT,4921017,BOSTON,2021,2021-01-15,2,22:14:00,State,0,0,0,42.36850093,-71.06279717,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic) / V3:(Collision with motor vehicle in traffic)
61,MassDOT,4921016,BOSTON,2021,2021-01-13,0,13:30:00,State,0,0,0,42.34278847,-71.0617576,0,,V1:(Collision with curb)
62,MassDOT,4921015,BOSTON,2021,2021-01-09,0,19:02:00,State,0,0,0,42.35485303,-71.11840849,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
63,MassDOT,4921014,BOSTON,2021,2021-01-08,0,15:20:00,State,0,0,0,42.34854071,-71.05751692,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic) / V3:(Collision with motor vehicle in traffic)
64,MassDOT,4921012,BOSTON,2021,2021-01-16,0,15:29:00,State,0,0,0,42.24657786,-71.13639359,0,,V1:(Collision with tree)
65,MassDOT,4921009,BOSTON,2021,2021-01-08,0,20:47:00,State,0,0,0,42.3012512,-71.1125985,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
66,MassDOT,4921008,BOSTON,2021,2021-01-20,0,06:23:00,State,0,0,0,42.31786844,-71.05149126,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
67,MassDOT,4921007,BOSTON,2021,2021-01-19,2,15:05:00,State,0,0,0,42.29993922,-71.0481402,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
68,MassDOT,4921006,BOSTON,2021,2021-01-15,2,18:55:00,State,0,0,0,42.28399212,-71.04386967,1,,V1:(Collision with motor vehicle in traffic) / V2:(Invalid Code Specified) / V3:(Collision with motor vehicle in traffic)
69,MassDOT,4921005,BOSTON,2021,2021-01-11,2,22:30:00,State,0,0,0,42.31799867,-71.05153927,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
70,MassDOT,4921003,BOSTON,2021,2021-01-14,0,15:15:00,State,0,0,0,42.33347241,-71.11169108,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
71,MassDOT,4921002,BOSTON,2021,2021-01-13,0,09:05:00,State,0,0,0,42.3614963,-71.14587553,0,,V1:(Collision with curb)
72,MassDOT,4921000,BOSTON,2021,2021-01-12,0,16:40:00,State,0,0,0,42.34885781,-71.09158907,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
73,MassDOT,4920997,BOSTON,2021,2021-01-07,0,02:04:00,State,0,0,0,42.35218674,-71.08821786,0,,V1:(Collision with other movable object) / V2:(Collision with other movable object)
74,MassDOT,4920995,BOSTON,2021,2021-01-02,0,08:01:00,State,0,0,0,,,0,,V1:(Collision with median barrier)
75,MassDOT,4921483,BOSTON,2021,2021-01-11,0,17:14:00,State,0,0,0,42.3415007,-71.06296297,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic) / V3:(Collision with motor vehicle in traffic)
76,MassDOT,4921481,BOSTON,2021,2021-01-14,0,15:45:00,State,0,0,0,42.37362665,-71.0380576,0,,V2:(Collision with motor vehicle in traffic)
77,MassDOT,4921474,BOSTON,2021,2021-01-11,0,14:39:00,State,0,0,0,42.27466587,-71.05031398,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
78,MassDOT,4921395,BOSTON,2021,2021-01-08,0,10:22:00,State,0,0,0,,,0,,V1:(Other)
79,MassDOT,4921299,BOSTON,2021,2021-01-19,0,18:12:00,State,0,0,0,42.3415007,-71.06296297,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic) / V3:(Collision with motor vehicle in traffic)
80,MassDOT,4921297,BOSTON,2021,2021-01-01,0,04:45:00,State,0,0,0,42.36723989,-71.06196719,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
81,MassDOT,4921984,BOSTON,2021,2021-01-15,0,04:05:00,State,0,0,0,42.36405267,-71.0580791,1,,V1:(Collision with median barrier)
82,MassDOT,4921982,BOSTON,2021,2021-01-02,0,01:32:00,State,0,0,0,42.35478162,-71.11815444,1,,V1:(Collision with median barrier)
83,MassDOT,4921978,BOSTON,2021,2021-01-16,0,08:04:00,State,0,0,0,42.35778721,-71.15821038,1,,V1:(Collision with median barrier)
84,MassDOT,4921966,BOSTON,2021,2021-01-22,0,16:57:00,State,0,0,0,42.27466587,-71.05031398,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic) / V3:(Collision with motor vehicle in traffic)
85,MassDOT,4921962,BOSTON,2021,2021-01-14,0,05:47:00,State,0,0,0,42.31786844,-71.05149126,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic) / V3:(Collision with motor vehicle in traffic)
86,MassDOT,4923545,BOSTON,2021,2021-01-22,0,15:52:00,State,0,0,0,42.26766572,-71.09370911,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
87,MassDOT,4923106,BOSTON,2021,2021-01-12,0,22:00:00,State,0,0,0,42.33541532,-71.06485669,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
88,MassDOT,4923105,BOSTON,2021,2021-01-18,2,16:23:00,State,0,0,0,42.28158926,-71.08703487,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
89,MassDOT,4923103,BOSTON,2021,2021-01-11,0,18:24:00,State,0,0,0,42.30868905,-71.12151025,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
90,MassDOT,4923100,BOSTON,2021,2021-01-09,2,19:19:00,State,0,0,0,42.28711888,-71.09366293,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
91,MassDOT,4923099,BOSTON,2021,2021-01-08,0,18:55:00,State,0,0,0,42.28423657,-71.09138155,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
92,MassDOT,4923979,BOSTON,2021,2021-01-10,0,14:55:00,Local,0,0,0,42.27885906,-71.11637743,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
93,MassDOT,4923978,BOSTON,2021,2021-01-08,0,13:50:00,Local,0,0,0,42.27925139,-71.0960436,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
94,MassDOT,4923977,BOSTON,2021,2021-01-09,0,20:20:00,Local,0,0,0,42.33105484,-71.08088825,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
95,MassDOT,4923976,BOSTON,2021,2021-01-06,2,14:23:00,Local,0,0,0,42.33294446,-71.08099888,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
96,MassDOT,4923975,BOSTON,2021,2021-01-10,2,01:39:00,Local,0,0,0,42.31127512,-71.07001846,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
97,MassDOT,4923965,BOSTON,2021,2021-01-01,0,08:05:00,Local,0,0,0,42.30528608,-71.08474114,0,,V2:(Collision with motor vehicle in traffic)
98,MassDOT,4923964,BOSTON,2021,2021-01-01,0,02:13:00,Local,0,0,0,42.33348771,-71.10613946,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with parked motor vehicle)
99,MassDOT,4923962,BOSTON,2021,2021-01-02,0,15:10:00,Local,0,0,0,42.31955552,-71.09829853,0,,V1:(Collision with motor vehicle in traffic)
100,MassDOT,4923804,BOSTON,2021,2021-01-27,0,15:31:00,State,0,0,0,42.3479668,-71.09054755,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
101,MassDOT,4923803,BOSTON,2021,2021-01-23,2,20:23:00,State,0,0,0,42.3782635,-71.07556315,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic) / V3:(Collision with motor vehicle in traffic)
102,MassDOT,4923802,BOSTON,2021,2021-01-23,0,19:36:00,State,0,0,0,42.34888317,-71.06026954,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
103,MassDOT,4923801,BOSTON,2021,2021-01-20,0,07:02:00,State,0,0,0,42.35485303,-71.11840849,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
104,MassDOT,4923800,BOSTON,2021,2021-01-18,2,16:55:00,State,0,0,0,42.35812039,-71.05138669,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
105,MassDOT,4923799,BOSTON,2021,2021-01-16,0,04:02:00,State,0,0,0,42.37278594,-71.03878334,0,,V1:(Collision with median barrier)
106,MassDOT,4923798,BOSTON,2021,2021-01-15,0,06:45:00,State,0,0,0,42.33647816,-71.06485498,0,,V1:(Collision with median barrier)
107,MassDOT,4923797,BOSTON,2021,2021-01-14,0,18:00:00,State,0,0,0,,,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
108,MassDOT,4923796,BOSTON,2021,2021-01-11,2,16:50:00,State,0,0,0,42.37221928,-71.06818765,0,,V1:(Collision with motor vehicle in traffic)
109,MassDOT,4923794,BOSTON,2021,2021-01-26,0,19:34:00,State,0,0,0,42.2954253,-71.09862301,0,,V1:(Collision with curb)
110,MassDOT,4923792,BOSTON,2021,2021-01-23,0,15:12:00,State,0,0,0,42.32414632,-71.05560514,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic) / V3:(Collision with motor vehicle in traffic)
111,MassDOT,4923791,BOSTON,2021,2021-01-14,0,14:57:00,State,0,0,0,42.3210768,-71.05586618,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
112,MassDOT,4924248,BOSTON,2021,2021-01-28,0,03:30:00,State,0,0,0,,,0,,V1:(Collision with curb)
113,MassDOT,4924246,BOSTON,2021,2021-01-15,0,15:38:00,State,0,0,0,42.30842826,-71.05401647,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
114,MassDOT,4925201,BOSTON,2021,2021-01-08,0,10:50:00,State,0,0,0,42.28399212,-71.04386967,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
115,MassDOT,4924699,BOSTON,2021,2021-01-30,0,15:30:00,State,0,0,0,42.32907777,-71.06056682,0,,V1:(Collision with other movable object)
116,MassDOT,4924698,BOSTON,2021,2021-01-29,0,17:43:00,State,0,0,0,42.3415007,-71.06296297,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic) / V3:(Collision with motor vehicle in traffic)
117,MassDOT,4924697,BOSTON,2021,2021-01-28,0,15:30:00,State,0,0,0,42.35785561,-71.0514852,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
118,MassDOT,4924696,BOSTON,2021,2021-01-21,0,21:12:00,State,0,0,0,42.33399138,-71.0638223,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
119,MassDOT,4924695,BOSTON,2021,2021-01-18,0,15:00:00,State,0,0,0,42.36412282,-71.05849945,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic) / V3:(Collision with motor vehicle in traffic)
120,MassDOT,4924694,BOSTON,2021,2021-01-15,0,03:10:00,State,0,0,0,42.35999422,-71.05259467,1,,V1:(Collision with median barrier)
121,MassDOT,4924692,BOSTON,2021,2021-01-27,0,14:10:00,State,0,0,0,42.35739179,-71.16586846,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
122,MassDOT,4924683,BOSTON,2021,2021-01-29,2,19:38:00,State,0,0,0,42.30076152,-71.04949233,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
123,MassDOT,4924679,BOSTON,2021,2021-01-23,0,18:35:00,State,0,0,0,42.32414632,-71.05560514,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
124,MassDOT,4924676,BOSTON,2021,2021-01-12,2,15:40:00,State,0,0,0,42.32414632,-71.05560514,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
125,MassDOT,4924675,BOSTON,2021,2021-01-30,2,10:54:00,State,0,0,0,42.35771698,-71.07261417,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
126,MassDOT,4924674,BOSTON,2021,2021-01-25,0,07:50:00,State,0,0,0,42.34404132,-71.10356762,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
127,MassDOT,4924672,BOSTON,2021,2021-01-24,0,03:05:00,State,0,0,0,42.3551479,-71.07658176,0,,V1:(Collision with motor vehicle in traffic)
128,MassDOT,4924671,BOSTON,2021,2021-01-23,2,13:50:00,State,0,0,0,42.36138326,-71.07060682,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
129,MassDOT,4924669,BOSTON,2021,2021-01-22,0,21:48:00,State,0,0,0,42.34402707,-71.10354282,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
130,MassDOT,4924668,BOSTON,2021,2021-01-21,0,12:55:00,State,0,0,0,42.35489529,-71.07748646,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
131,MassDOT,4924664,BOSTON,2021,2021-01-17,0,09:40:00,State,0,0,0,42.35592097,-71.07408962,0,,V1:(Collision with motor vehicle in traffic)
132,MassDOT,4924661,BOSTON,2021,2021-01-06,0,08:06:00,State,0,0,0,42.36102714,-71.07237054,0,,V1:(Collision with guardrail)
133,MassDOT,4925381,BOSTON,2021,2021-01-05,0,21:48:00,State,0,0,0,42.38328545,-71.07678339,1,,V1:(Collision with median barrier) / V2:(Collision with motor vehicle in traffic)
134,MassDOT,4926031,BOSTON,2021,2021-02-01,0,22:35:00,State,0,0,0,42.34759148,-71.08527517,1,,V1:(Collision with median barrier)
135,MassDOT,4926030,BOSTON,2021,2021-01-31,0,21:10:00,State,0,0,0,42.37189701,-71.06710207,1,,V1:(Collision with median barrier)
136,MassDOT,4926029,BOSTON,2021,2021-01-30,2,13:44:00,State,0,0,0,42.34278847,-71.0617576,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
137,MassDOT,4926028,BOSTON,2021,2021-01-30,0,12:38:00,State,0,0,0,42.34770442,-71.07835337,1,,V1:(Collision with guardrail)
138,MassDOT,4926027,BOSTON,2021,2021-01-28,2,12:10:00,State,0,0,0,42.3782635,-71.07556315,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
139,MassDOT,4926026,BOSTON,2021,2021-01-19,0,04:42:00,State,0,0,0,42.34825264,-71.05768523,1,,V2:(Collision with motor vehicle in traffic) / V1:(Collision with motor vehicle in traffic)
140,MassDOT,4926025,BOSTON,2021,2021-01-14,2,07:40:00,State,0,0,0,42.36374339,-71.05814864,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic) / V3:(Collision with motor vehicle in traffic)
141,MassDOT,4926024,BOSTON,2021,2021-01-13,0,21:00:00,State,0,0,0,42.33364341,-71.06395889,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
142,MassDOT,4926018,BOSTON,2021,2021-02-01,0,19:56:00,State,0,0,0,42.32414632,-71.05560514,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
143,MassDOT,4926017,BOSTON,2021,2021-01-27,0,21:03:00,State,0,0,0,42.358434,-71.15810884,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
144,MassDOT,4926691,BOSTON,2021,2021-02-03,0,15:30:00,State,0,0,0,42.34854616,-71.05751404,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
145,MassDOT,4926690,BOSTON,2021,2021-01-23,0,23:00:00,State,0,0,0,42.34795997,-71.07403435,1,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)
146,MassDOT,4926686,BOSTON,2021,2021-01-27,0,16:15:00,State,0,0,0,42.28156518,-71.08704777,0,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic) / V3:(Collision with motor vehicle in traffic)
