source,id,muni,date,time,severity,police,pedestrian,cyclist,lat,lng,rpa,interstate
MDOT,5342291,Reading,01/01/2024,12:08 AM,2,Local,,,42.5200,-71.1159,MAPC,
MDOT,5358633,Lexington,01/01/2024,12:35 AM,2,Local,,,42.4329,-71.2337,MAPC,
MDOT,5348494,Cambridge,01/01/2024,12:45 AM,,Local,,,42.3868,-71.1192,MAPC,
MDOT,5344711,Peabody,01/01/2024,12:50 AM,2,Local,,,42.5338,-70.9297,MAPC,
MDOT,5361180,Boston,01/01/2024,1:30 AM,,Local,,,42.3509,-71.1154,MAPC,
MDOT,5352635,Wellesley,01/01/2024,1:36 AM,2,Local,1,,42.3163,-71.2690,MAPC,
MDOT,5346738,Boston,01/01/2024,1:48 AM,,State,,,,,MAPC,1
MDOT,5343231,Revere,01/01/2024,1:51 AM,,State,,,42.4009,-70.9875,MAPC,
MDOT,5346192,Boston,01/01/2024,2:10 AM,,State,,,42.3584,-71.1575,MAPC,
MDOT,5345593,Wilmington,01/01/2024,2:30 AM,2,State,,,42.5886,-71.1617,MAPC,1
MDOT,5361121,Boston,01/01/2024,2:30 AM,,Local,,,42.3508,-71.0668,MAPC,
MDOT,5361218,Needham,01/01/2024,2:54 AM,2,Local,,,42.2939,-71.2473,MAPC,
MDOT,5346169,Cambridge,01/01/2024,3:15 AM,2,State,,,42.3571,-71.0935,MAPC,
MDOT,5368268,Lynn,01/01/2024,3:19 AM,,Local,,,42.4787,-70.9703,MAPC,
MDOT,5361275,Boston,01/01/2024,3:28 AM,2,Local,,,42.3009,-71.0837,MAPC,
MDOT,5352487,Boston,01/01/2024,4:10 AM,2,State,,,42.3482,-71.0471,MAPC,1
MDOT,5347795,Cambridge,01/01/2024,4:15 AM,2,State,,,42.3614,-71.1159,MAPC,
MDOT,5346229,Chelsea,01/01/2024,4:52 AM,,Local,,,42.3998,-71.0315,MAPC,
MDOT,5361156,Boston,01/01/2024,5:00 AM,,Local,,,42.3186,-71.0618,MAPC,
MDOT,5345977,Middleton,01/01/2024,5:50 AM,2,Local,,,42.5931,-70.9909,MAPC,
MDOT,5480824,Boston,01/01/2024,6:40 AM,2,Local,,,42.3638,-71.0634,MAPC,
MDOT,5362015,Malden,01/01/2024,8:15 AM,,Local,,,42.4213,-71.0581,MAPC,
MDOT,5343745,Sharon,01/01/2024,8:30 AM,,State,,,42.1122,-71.2319,MAPC,1
MDOT,5361132,Boston,01/01/2024,9:15 AM,2,Local,,,42.2911,-71.0975,MAPC,
MDOT,5356514,Weymouth,01/01/2024,9:31 AM,,Local,,,42.2552,-70.9304,MAPC,
MDOT,5358188,Milford,01/01/2024,9:31 AM,,Local,,,42.1481,-71.5094,MAPC,
MDOT,5374725,Marshfield,01/01/2024,10:08 AM,,Local,,,42.0908,-70.7082,MAPC,
MDOT,5344559,Framingham,01/01/2024,11:31 AM,,Local,,,42.3185,-71.4223,MAPC,
MDOT,5361476,Wrentham,01/01/2024,11:52 AM,2,Local,,,42.0361,-71.3469,MAPC,
MDOT,5343242,Hopkinton,01/01/2024,11:56 AM,,Local,,,42.2097,-71.5527,MAPC,
MDOT,5345363,Gloucester,01/01/2024,12:16 PM,,Local,,,,,MAPC,
MDOT,5347946,Brookline,01/01/2024,12:20 PM,2,State,,,42.2992,-71.1469,MAPC,
MDOT,5348455,Cambridge,01/01/2024,12:47 PM,,Local,,,42.3632,-71.1105,MAPC,
MDOT,5343737,Peabody,01/01/2024,1:38 PM,,State,,,42.5396,-70.9383,MAPC,
MDOT,5342693,Arlington,01/01/2024,1:46 PM,2,Local,1,,42.4232,-71.1835,MAPC,
MDOT,5344597,Wellesley,01/01/2024,1:46 PM,,Local,,,42.3146,-71.2678,MAPC,
MDOT,5350861,Malden,01/01/2024,2:18 PM,,State,,,42.4374,-71.0236,MAPC,
MDOT,5343299,Revere,01/01/2024,2:19 PM,2,Local,,,42.4348,-70.9730,MAPC,
MDOT,5344543,Hopkinton,01/01/2024,2:41 PM,,Local,,,42.2242,-71.4731,MAPC,
MDOT,5343103,Woburn,01/01/2024,2:50 PM,,Local,,,42.5037,-71.1380,MAPC,
MDOT,5345302,Marlborough,01/01/2024,2:51 PM,,Local,,,42.3425,-71.5586,MAPC,
MDOT,5362017,Malden,01/01/2024,3:01 PM,,Local,,,42.4202,-71.0691,MAPC,
MDOT,5417169,Maynard,01/01/2024,3:08 PM,,Local,,,42.4374,-71.4524,MAPC,
MDOT,5357530,Swampscott,01/01/2024,3:13 PM,,Local,,,42.4814,-70.9028,MAPC,
MDOT,5344693,Peabody,01/01/2024,3:15 PM,,Local,,,42.5355,-70.9168,MAPC,
MDOT,5368410,Lynn,01/01/2024,3:17 PM,,Local,,,42.4681,-70.9429,MAPC,
MDOT,5344690,Peabody,01/01/2024,3:20 PM,,Local,,,42.5462,-70.9465,MAPC,
MDOT,5346243,Chelsea,01/01/2024,3:58 PM,,Local,,,42.3958,-71.0285,MAPC,
MDOT,5347787,Canton,01/01/2024,4:01 PM,,State,,,42.2038,-71.1426,MAPC,1
MDOT,5357561,Ashland,01/01/2024,4:02 PM,2,Local,,,42.2412,-71.4375,MAPC,
MDOT,5351654,Winthrop,01/01/2024,4:10 PM,,State,,,42.3824,-70.9726,MAPC,
MDOT,5342491,Melrose,01/01/2024,4:34 PM,,Local,,,42.4569,-71.0612,MAPC,
MDOT,5345913,North Reading,01/01/2024,4:46 PM,,Local,,,42.5963,-71.0867,MAPC,
MDOT,5368446,Lynn,01/01/2024,4:59 PM,2,Local,,,42.4636,-70.9457,MAPC,
MDOT,5342823,Marlborough,01/01/2024,5:10 PM,,Local,,,42.3388,-71.5901,MAPC,
MDOT,5346537,Sherborn,01/01/2024,5:20 PM,,Local,,,42.2593,-71.3746,MAPC,
MDOT,5346236,Chelsea,01/01/2024,5:49 PM,,Local,,,42.3894,-71.0336,MAPC,
MDOT,5342955,Hudson,01/01/2024,6:02 PM,,Local,,,42.4016,-71.5678,MAPC,
MDOT,5358202,Milford,01/01/2024,6:08 PM,2,Local,,1,42.1412,-71.5196,MAPC,
MDOT,5348158,Gloucester,01/01/2024,6:09 PM,,Local,,,42.5944,-70.6890,MAPC,
MDOT,5344281,Maynard,01/01/2024,7:23 PM,,Local,,,42.4326,-71.4481,MAPC,
MDOT,5361158,Boston,01/01/2024,7:24 PM,,Local,,,42.3414,-71.0449,MAPC,
MDOT,5348161,Gloucester,01/01/2024,7:36 PM,,Local,,,42.6188,-70.6672,MAPC,
MDOT,5344898,Boston,01/01/2024,8:16 PM,,State,,,42.2999,-71.0481,MAPC,1
MDOT,5344897,Boston,01/01/2024,8:26 PM,2,State,,,42.3031,-71.0511,MAPC,1
MDOT,5343295,Revere,01/01/2024,8:35 PM,1,Local,,,42.4203,-71.0240,MAPC,
MDOT,5351700,Dedham,01/01/2024,8:43 PM,,Local,,,42.2325,-71.1766,MAPC,
MDOT,5356559,Weymouth,01/01/2024,9:03 PM,2,Local,,,42.1820,-70.9552,MAPC,
MDOT,5345881,North Reading,01/01/2024,10:25 PM,,Local,,,42.5890,-71.1163,MAPC,
MDOT,5354460,Brookline,01/01/2024,10:30 PM,,Local,,,42.3441,-71.1143,MAPC,
MDOT,5347251,Quincy,01/01/2024,11:30 PM,,State,,,,,MAPC,
MDOT,5343666,Waltham,01/02/2024,12:27 AM,2,Local,,,42.3745,-71.2343,MAPC,
MDOT,5353739,Boston,01/02/2024,12:35 AM,,Local,,,,,MAPC,
MDOT,5344894,Dedham,01/02/2024,1:07 AM,2,Local,,,42.2544,-71.1512,MAPC,
MDOT,5542325,Weymouth,01/02/2024,1:07 AM,2,Local,,,42.1767,-70.9553,MAPC,
MDOT,5361169,Boston,01/02/2024,1:12 AM,,Local,,,42.2830,-71.1308,MAPC,
MDOT,5343279,Revere,01/02/2024,1:18 AM,,Local,,,42.3956,-70.9902,MAPC,
MDOT,5361947,Somerville,01/02/2024,1:30 AM,,Local,,,42.3922,-71.0925,MAPC,
MDOT,5344892,Boston,01/02/2024,1:45 AM,,State,,,42.2937,-71.1460,MAPC,
MDOT,5347250,Sharon,01/02/2024,2:55 AM,,State,,,42.1011,-71.2277,MAPC,1
MDOT,5345106,Marlborough,01/02/2024,4:36 AM,2,State,,,42.3638,-71.5915,MAPC,1
MDOT,5343303,Sharon,01/02/2024,4:47 AM,,Local,,,42.1364,-71.1640,MAPC,
MDOT,5346721,Boston,01/02/2024,5:40 AM,,State,,,42.3570,-71.0514,MAPC,1
MDOT,5347051,Burlington,01/02/2024,5:52 AM,,Local,,,42.4778,-71.2150,MAPC,
MDOT,5350275,Newton,01/02/2024,6:08 AM,2,Local,,,42.3410,-71.2386,MAPC,
MDOT,5356069,Quincy,01/02/2024,6:08 AM,,Local,,,42.2608,-71.0136,MAPC,
MDOT,5350433,Cambridge,01/02/2024,6:16 AM,,Local,,,42.3973,-71.1303,MAPC,
MDOT,5345115,Boston,01/02/2024,6:25 AM,,State,,,42.3577,-71.1541,MAPC,1
MDOT,5342442,Everett,01/02/2024,6:30 AM,,Local,,,42.4061,-71.0563,MAPC,
MDOT,5345678,Boston,01/02/2024,6:33 AM,,State,,,42.3086,-71.1217,MAPC,
MDOT,5376947,Bellingham,01/02/2024,6:36 AM,2,Local,,,42.1221,-71.4559,MAPC,
MDOT,5344992,Westwood,01/02/2024,6:47 AM,,Local,,,42.2110,-71.1497,MAPC,
MDOT,5347266,Salem,01/02/2024,7:00 AM,,Local,,,42.5208,-70.9127,MAPC,
MDOT,5358432,Holbrook,01/02/2024,7:10 AM,,Local,,,42.1437,-71.0234,MAPC,
MDOT,5346196,Braintree,01/02/2024,7:13 AM,,State,,,,,MAPC,1
MDOT,5356516,Weymouth,01/02/2024,7:21 AM,,Local,,,42.1856,-70.9554,MAPC,
MDOT,5391629,Randolph,01/02/2024,7:23 AM,,Local,,,42.1585,-71.0434,MAPC,
MDOT,5348197,Milton,01/02/2024,7:27 AM,,Local,,,42.2492,-71.0650,MAPC,
MDOT,5343238,Salem,01/02/2024,7:38 AM,,Local,,,42.5323,-70.9128,MAPC,
MDOT,5345754,Acton,01/02/2024,7:46 AM,,State,,,42.4803,-71.4503,MAPC,
MDOT,5368451,Lynn,01/02/2024,7:51 AM,,Local,,,42.4660,-70.9617,MAPC,
MDOT,5353420,Milford,01/02/2024,8:01 AM,2,Local,,,42.1353,-71.5210,MAPC,
MDOT,5353029,Quincy,01/02/2024,8:08 AM,,Local,,,42.2375,-70.9815,MAPC,
MDOT,5343823,Framingham,01/02/2024,8:18 AM,,Local,,,42.2979,-71.4145,MAPC,
MDOT,5356567,Weymouth,01/02/2024,8:21 AM,,Local,,,42.1993,-70.9367,MAPC,
MDOT,5362031,Malden,01/02/2024,8:25 AM,,Local,,,42.4336,-71.0754,MAPC,
MDOT,5345595,Arlington,01/02/2024,8:29 AM,,Local,,,42.4233,-71.1746,MAPC,
MDOT,5353089,Quincy,01/02/2024,8:30 AM,,Local,,,42.2758,-71.0278,MAPC,
MDOT,5350428,Cambridge,01/02/2024,8:34 AM,,Local,,1,42.3679,-71.1135,MAPC,
MDOT,5343951,Franklin,01/02/2024,8:46 AM,,Local,,,42.1222,-71.4202,MAPC,
MDOT,5346700,Newton,01/02/2024,8:47 AM,,State,,,42.3311,-71.2541,MAPC,1
MDOT,5351322,Acton,01/02/2024,8:47 AM,,Local,,,42.4809,-71.4406,MAPC,
MDOT,5342840,Braintree,01/02/2024,8:54 AM,,Local,,,42.1941,-71.0057,MAPC,
MDOT,5358146,Milford,01/02/2024,8:58 AM,,Local,,,42.1437,-71.5193,MAPC,
MDOT,5346550,Sherborn,01/02/2024,9:00 AM,,Local,,,42.2100,-71.3864,MAPC,
MDOT,5345824,Framingham,01/02/2024,9:11 AM,,Local,,,42.2857,-71.4113,MAPC,
MDOT,5361234,Needham,01/02/2024,9:12 AM,,Local,,,42.2635,-71.2371,MAPC,
MDOT,5483998,Boston,01/02/2024,9:15 AM,,Local,,,42.2817,-71.0598,MAPC,
MDOT,5342968,Framingham,01/02/2024,9:16 AM,,Local,,,42.2981,-71.4101,MAPC,
MDOT,5353039,Quincy,01/02/2024,9:26 AM,2,Local,,,42.2522,-70.9970,MAPC,
MDOT,5346676,Marlborough,01/02/2024,9:30 AM,2,State,,,42.3511,-71.6166,MAPC,1
MDOT,5342942,Braintree,01/02/2024,9:42 AM,,Local,,,42.2205,-71.0281,MAPC,
MDOT,5361151,Boston,01/02/2024,9:42 AM,,Local,,,42.3027,-71.0595,MAPC,
MDOT,5350426,Cambridge,01/02/2024,9:55 AM,,Local,1,,42.3722,-71.1193,MAPC,
MDOT,5353271,Boston,01/02/2024,10:00 AM,,State,,,42.3215,-71.0509,MAPC,
MDOT,5361155,Boston,01/02/2024,10:14 AM,2,Local,,,42.2881,-71.0788,MAPC,
MDOT,5344560,Framingham,01/02/2024,10:15 AM,,Local,,,42.2817,-71.4152,MAPC,
MDOT,5345259,Marlborough,01/02/2024,10:35 AM,,Local,,,42.3465,-71.5527,MAPC,
MDOT,5342928,Everett,01/02/2024,10:42 AM,2,Local,1,,42.4077,-71.0621,MAPC,
MDOT,5361125,Boston,01/02/2024,11:00 AM,,Local,,,42.3835,-71.0179,MAPC,
MDOT,5345226,Southborough,01/02/2024,11:03 AM,,Local,,,42.2945,-71.5053,MAPC,
MDOT,5344844,Salem,01/02/2024,11:05 AM,,Local,,,42.5154,-70.8926,MAPC,
MDOT,5343312,Marlborough,01/02/2024,11:09 AM,,Local,,,42.3546,-71.5491,MAPC,
MDOT,5368271,Lynn,01/02/2024,11:11 AM,,Local,,,42.4654,-70.9436,MAPC,
MDOT,5348203,Bolton,01/02/2024,11:20 AM,,State,,,42.4308,-71.5931,MAPC,1
MDOT,5350429,Cambridge,01/02/2024,11:47 AM,,Local,,,42.3730,-71.1149,MAPC,
MDOT,5437016,Danvers,01/02/2024,11:56 AM,,Local,,,42.5581,-70.9292,MAPC,
MDOT,5343670,Waltham,01/02/2024,12:02 PM,,Local,,,42.3761,-71.2370,MAPC,
MDOT,5348196,Milton,01/02/2024,12:08 PM,,Local,,,42.2577,-71.0416,MAPC,
MDOT,5368291,Lynn,01/02/2024,12:33 PM,,Local,,,42.4655,-70.9678,MAPC,
MDOT,5343257,Wayland,01/02/2024,12:38 PM,,Local,,,42.3208,-71.3644,MAPC,
MDOT,5362027,Malden,01/02/2024,12:38 PM,2,Local,,,42.4210,-71.0800,MAPC,
MDOT,5352893,Boston,01/02/2024,12:50 PM,,State,,,42.3611,-71.0181,MAPC,
MDOT,5361266,Needham,01/02/2024,12:57 PM,,Local,,,42.2911,-71.2375,MAPC,
MDOT,5346457,Saugus,01/02/2024,12:58 PM,,Local,,,42.4659,-71.0251,MAPC,
MDOT,5356969,Peabody,01/02/2024,1:04 PM,,Local,,,42.5300,-70.9230,MAPC,
MDOT,5344517,Arlington,01/02/2024,1:06 PM,,State,,,42.4160,-71.1404,MAPC,
MDOT,5345829,Framingham,01/02/2024,1:08 PM,2,Local,,,42.3450,-71.4380,MAPC,
MDOT,5354727,Hopkinton,01/02/2024,1:10 PM,1,State,,,42.2288,-71.5497,MAPC,1
MDOT,5343306,Braintree,01/02/2024,1:27 PM,,Local,,,42.1856,-70.9751,MAPC,
MDOT,5368425,Lynn,01/02/2024,1:34 PM,2,Local,1,,42.4572,-70.9717,MAPC,
MDOT,5368323,Lynn,01/02/2024,1:36 PM,,Local,,,42.4711,-70.9552,MAPC,
MDOT,5362025,Malden,01/02/2024,1:41 PM,,Local,,,42.4210,-71.0800,MAPC,
MDOT,5343002,Everett,01/02/2024,1:45 PM,,Local,,,42.4115,-71.0456,MAPC,
MDOT,5346421,Medford,01/02/2024,1:53 PM,,Local,,,42.4182,-71.1097,MAPC,
MDOT,5361743,Hamilton,01/02/2024,1:55 PM,,Local,,,42.6135,-70.8717,MAPC,
MDOT,5346695,Dedham,01/02/2024,2:15 PM,,State,,,42.2645,-71.2069,MAPC,1
MDOT,5344701,Medford,01/02/2024,2:46 PM,2,Local,,,42.4186,-71.1112,MAPC,
MDOT,5353038,Quincy,01/02/2024,2:49 PM,,Local,,,42.2565,-70.9992,MAPC,
MDOT,5345609,Arlington,01/02/2024,2:55 PM,,Local,,,42.4070,-71.1439,MAPC,
MDOT,5361159,Boston,01/02/2024,3:05 PM,2,Local,,,42.3485,-71.1376,MAPC,
MDOT,5351302,Lincoln,01/02/2024,3:08 PM,,Local,,,42.4268,-71.2700,MAPC,
MDOT,5351318,Acton,01/02/2024,3:21 PM,,Local,,,42.4699,-71.4127,MAPC,
MDOT,5345316,Stoneham,01/02/2024,3:25 PM,,Local,,,42.4556,-71.0815,MAPC,
MDOT,5347058,Burlington,01/02/2024,3:26 PM,,Local,,,42.5020,-71.1900,MAPC,
MDOT,5347053,Burlington,01/02/2024,3:26 PM,,Local,,,42.4797,-71.2163,MAPC,
MDOT,5356944,Peabody,01/02/2024,3:31 PM,,Local,,,42.5268,-70.9299,MAPC,
MDOT,5353002,Quincy,01/02/2024,3:33 PM,,Local,,,42.2511,-70.9630,MAPC,
MDOT,5343688,Westwood,01/02/2024,3:37 PM,,Local,,,42.2067,-71.1520,MAPC,
MDOT,5346021,Hingham,01/02/2024,3:39 PM,,Local,,,42.1907,-70.8643,MAPC,
MDOT,5344592,Wellesley,01/02/2024,3:43 PM,,Local,,,42.3093,-71.2773,MAPC,
MDOT,5352482,Boston,01/02/2024,3:48 PM,2,State,,,42.2835,-71.1719,MAPC,
MDOT,5343934,Ipswich,01/02/2024,3:55 PM,,Local,,,42.6792,-70.8389,MAPC,
MDOT,5343432,Franklin,01/02/2024,3:59 PM,,Local,,,42.0660,-71.3999,MAPC,
MDOT,5347148,Natick,01/02/2024,3:59 PM,,Local,,,42.2911,-71.3762,MAPC,
MDOT,5352918,Boston,01/02/2024,3:59 PM,,State,,,42.3628,-71.0252,MAPC,
MDOT,5348999,Boston,01/02/2024,4:05 PM,,State,,,42.3718,-71.0670,MAPC,1
MDOT,5357609,Holliston,01/02/2024,4:06 PM,,Local,,,42.2020,-71.4290,MAPC,
MDOT,5343743,Weston,01/02/2024,4:10 PM,,State,,,42.3373,-71.2898,MAPC,1
MDOT,5345096,Peabody,01/02/2024,4:10 PM,,State,,,42.5377,-70.9419,MAPC,
MDOT,5344291,Bedford,01/02/2024,4:21 PM,,Local,,,42.4849,-71.2603,MAPC,
MDOT,5358153,Milford,01/02/2024,4:22 PM,,Local,,,42.1266,-71.5177,MAPC,
MDOT,5361260,Needham,01/02/2024,4:29 PM,,Local,,,42.3069,-71.2364,MAPC,
MDOT,5344735,Belmont,01/02/2024,4:32 PM,,Local,,,42.3844,-71.1878,MAPC,
MDOT,5346781,Newton,01/02/2024,4:42 PM,2,Local,,,42.3457,-71.2573,MAPC,
MDOT,5394451,Sudbury,01/02/2024,4:48 PM,,Local,,,42.3527,-71.4323,MAPC,
MDOT,5391604,Randolph,01/02/2024,4:54 PM,,Local,,,42.1463,-71.0421,MAPC,
MDOT,5343808,Weston,01/02/2024,4:57 PM,,Local,,,42.3292,-71.2908,MAPC,
MDOT,5348191,Gloucester,01/02/2024,5:03 PM,,Local,,,,,MAPC,
MDOT,5349000,Boston,01/02/2024,5:10 PM,,State,,,,,MAPC,1
MDOT,5343151,Braintree,01/02/2024,5:14 PM,,Local,,,42.2097,-70.9953,MAPC,
MDOT,5343669,Waltham,01/02/2024,5:16 PM,,Local,,,42.3684,-71.2174,MAPC,
MDOT,5358155,Milford,01/02/2024,5:17 PM,,Local,,,42.1616,-71.5094,MAPC,
MDOT,5346029,Hingham,01/02/2024,5:29 PM,,Local,,,42.2426,-70.8668,MAPC,
MDOT,5354711,Everett,01/02/2024,5:30 PM,,State,,,42.4033,-71.0704,MAPC,
MDOT,5355306,Quincy,01/02/2024,5:30 PM,,State,,,42.2651,-70.9969,MAPC,
MDOT,5343741,Dedham,01/02/2024,5:31 PM,,State,,,42.2327,-71.1894,MAPC,1
MDOT,5347047,Newton,01/02/2024,5:37 PM,2,State,,,42.3198,-71.1773,MAPC,
MDOT,5347055,Burlington,01/02/2024,5:39 PM,,Local,1,,42.4913,-71.1743,MAPC,
MDOT,5357611,Holliston,01/02/2024,5:41 PM,,Local,,,42.1851,-71.4411,MAPC,
MDOT,5361503,Wrentham,01/02/2024,5:47 PM,,Local,,,42.0350,-71.3869,MAPC,
MDOT,5344524,Braintree,01/02/2024,5:50 PM,,State,,,42.2122,-71.0441,MAPC,1
MDOT,5348320,Rockland,01/02/2024,5:55 PM,,Local,,,42.1273,-70.9148,MAPC,
MDOT,5358161,Milford,01/02/2024,5:58 PM,,Local,,,42.1481,-71.5094,MAPC,
MDOT,5344507,Randolph,01/02/2024,6:13 PM,,State,,,42.2023,-71.0854,MAPC,1
MDOT,5361146,Boston,01/02/2024,6:30 PM,,Local,,,42.3089,-71.0651,MAPC,
MDOT,5351980,Cambridge,01/02/2024,6:32 PM,,Local,,,42.3790,-71.1203,MAPC,
MDOT,5347175,Natick,01/02/2024,6:34 PM,,Local,,,42.2909,-71.3960,MAPC,
MDOT,5346444,Saugus,01/02/2024,6:39 PM,,Local,,,42.4845,-71.0122,MAPC,
MDOT,5343637,Beverly,01/02/2024,6:45 PM,,Local,,,42.5768,-70.8963,MAPC,
MDOT,5361504,Wrentham,01/02/2024,6:53 PM,,Local,,,42.0765,-71.3294,MAPC,
MDOT,5346764,Newton,01/02/2024,6:57 PM,2,Local,1,,42.3288,-71.1933,MAPC,
MDOT,5352489,Boston,01/02/2024,7:23 PM,,State,,,42.3006,-71.1065,MAPC,
MDOT,5343229,Reading,01/02/2024,8:54 PM,2,Local,,,42.5486,-71.1179,MAPC,
MDOT,5343155,Dedham,01/02/2024,9:00 PM,,Local,,,42.2312,-71.1574,MAPC,
MDOT,5353046,Quincy,01/02/2024,9:12 PM,,Local,,,42.2556,-70.9965,MAPC,
MDOT,5358163,Milford,01/02/2024,10:26 PM,,Local,,,42.1437,-71.5193,MAPC,
MDOT,5343291,Revere,01/02/2024,11:21 PM,,Local,,,42.3970,-70.9869,MAPC,
MDOT,5344730,Belmont,01/03/2024,4:13 AM,,Local,,,42.4083,-71.1997,MAPC,
MDOT,5346237,Chelsea,01/03/2024,4:35 AM,2,Local,,,42.3894,-71.0389,MAPC,
MDOT,5343767,Westwood,01/03/2024,4:49 AM,,Local,,,42.2249,-71.2226,MAPC,
MDOT,5343768,Westwood,01/03/2024,5:42 AM,,Local,,,42.2072,-71.1653,MAPC,
MDOT,5368354,Lynn,01/03/2024,5:43 AM,,Local,,,42.4709,-70.9338,MAPC,
MDOT,5343744,Weston,01/03/2024,6:34 AM,,State,,,42.3586,-71.2698,MAPC,1
MDOT,5347180,Natick,01/03/2024,6:43 AM,2,Local,1,,42.2843,-71.3441,MAPC,
MDOT,5345827,Framingham,01/03/2024,6:52 AM,2,Local,,,42.3277,-71.4305,MAPC,
MDOT,5346256,Chelsea,01/03/2024,6:56 AM,2,Local,,,42.3901,-71.0228,MAPC,
MDOT,5347174,Natick,01/03/2024,7:06 AM,,Local,,,42.2728,-71.3160,MAPC,
MDOT,5348322,Rockland,01/03/2024,7:09 AM,,Local,,,42.1260,-70.9090,MAPC,
MDOT,5343927,Foxborough,01/03/2024,7:22 AM,,Local,,,42.0740,-71.2598,MAPC,
MDOT,5376920,Bellingham,01/03/2024,7:43 AM,,Local,,,42.0634,-71.4794,MAPC,
MDOT,5345034,Wakefield,01/03/2024,7:51 AM,2,Local,,,42.4949,-71.0500,MAPC,
MDOT,5346045,Saugus,01/03/2024,7:52 AM,,Local,,,42.5003,-71.0238,MAPC,
MDOT,5343830,Sharon,01/03/2024,7:53 AM,,Local,,,,,MAPC,
MDOT,5343754,Danvers,01/03/2024,7:54 AM,2,State,,,42.5635,-70.9240,MAPC,
MDOT,5344492,Canton,01/03/2024,7:55 AM,,State,,,42.2130,-71.1499,MAPC,1
MDOT,5343332,Braintree,01/03/2024,7:59 AM,,Local,,,42.2146,-70.9868,MAPC,
MDOT,5344614,Medford,01/03/2024,8:10 AM,2,State,,,42.4042,-71.1003,MAPC,
MDOT,5344993,Danvers,01/03/2024,8:25 AM,2,State,,,42.5791,-70.9662,MAPC,1
MDOT,5368307,Lynn,01/03/2024,8:25 AM,2,Local,,,42.4648,-70.9480,MAPC,
MDOT,5361450,Wrentham,01/03/2024,8:27 AM,,Local,,,42.0227,-71.4095,MAPC,
MDOT,5346725,Brookline,01/03/2024,8:34 AM,,State,,,42.3107,-71.1634,MAPC,
MDOT,5343441,Braintree,01/03/2024,8:36 AM,,Local,,,42.2028,-71.0239,MAPC,
MDOT,5344678,Medford,01/03/2024,8:40 AM,,Local,,,42.4286,-71.0972,MAPC,
MDOT,5350431,Cambridge,01/03/2024,8:45 AM,,Local,,1,42.3729,-71.0946,MAPC,
MDOT,5344833,Westwood,01/03/2024,8:48 AM,,Local,,,42.2057,-71.2403,MAPC,
MDOT,5356564,Weymouth,01/03/2024,9:12 AM,2,Local,,,42.2425,-70.9590,MAPC,
MDOT,5353009,Quincy,01/03/2024,9:25 AM,1,Local,1,,42.2420,-70.9836,MAPC,
MDOT,5354161,Boston,01/03/2024,9:26 AM,,State,,,42.3153,-71.0474,MAPC,
MDOT,5343837,Sharon,01/03/2024,9:50 AM,2,Local,,,42.1228,-71.2314,MAPC,
MDOT,5361157,Boston,01/03/2024,9:50 AM,,Local,,,42.2999,-71.0820,MAPC,
MDOT,5343489,Braintree,01/03/2024,10:07 AM,,Local,,,42.2020,-71.0050,MAPC,
MDOT,5356451,Milton,01/03/2024,10:12 AM,,State,,,42.2607,-71.0433,MAPC,1
MDOT,5362018,Malden,01/03/2024,10:19 AM,,Local,,,42.4173,-71.0776,MAPC,
MDOT,5408006,Medfield,01/03/2024,10:21 AM,,Local,,,42.1663,-71.2911,MAPC,
MDOT,5346770,Newton,01/03/2024,10:30 AM,,Local,,,42.3582,-71.2395,MAPC,
MDOT,5361181,Boston,01/03/2024,10:30 AM,,Local,,,42.3545,-71.1482,MAPC,
MDOT,5346755,Brookline,01/03/2024,10:43 AM,,Local,,,42.3148,-71.1420,MAPC,
MDOT,5345311,Marlborough,01/03/2024,10:45 AM,,Local,,,42.3486,-71.5069,MAPC,
MDOT,5345313,Marlborough,01/03/2024,10:59 AM,,Local,,,42.3411,-71.5807,MAPC,
MDOT,5346040,Saugus,01/03/2024,11:00 AM,,Local,,,42.4655,-71.0267,MAPC,
MDOT,5347170,Natick,01/03/2024,11:12 AM,,Local,,1,42.2728,-71.3160,MAPC,
MDOT,5346940,Revere,01/03/2024,11:15 AM,,Local,,,42.4208,-71.0043,MAPC,
MDOT,5344738,Belmont,01/03/2024,11:42 AM,,Local,,,42.3927,-71.1745,MAPC,
MDOT,5344668,Hudson,01/03/2024,11:52 AM,,Local,,,42.3910,-71.5669,MAPC,
MDOT,5350430,Cambridge,01/03/2024,11:56 AM,,Local,,,42.3652,-71.1049,MAPC,
MDOT,5361172,Boston,01/03/2024,12:45 PM,2,Local,,,42.3391,-71.0655,MAPC,
MDOT,5361153,Boston,01/03/2024,12:45 PM,,Local,,,42.2959,-71.0624,MAPC,
MDOT,5345089,Manchester,01/03/2024,12:46 PM,,State,,,42.5903,-70.7689,MAPC,
MDOT,5347246,Boston,01/03/2024,1:13 PM,,State,,,42.2352,-71.1248,MAPC,
MDOT,5409782,Medfield,01/03/2024,1:19 PM,2,Local,,,42.1760,-71.2836,MAPC,
MDOT,5368321,Lynn,01/03/2024,1:22 PM,,Local,,,42.4885,-70.9592,MAPC,
MDOT,5350427,Cambridge,01/03/2024,1:30 PM,,Local,,,42.3935,-71.1258,MAPC,
MDOT,5358162,Milford,01/03/2024,1:31 PM,,Local,,,42.1508,-71.5001,MAPC,
